_id,vendorId,itemName,itemDescription,accountId,accountName,itemTotalAmount,is_synthetic
{'$oid': '68edb30643fbadbb2dda17ba'},q0E1jVCl0c0jK050eS0q,1025 - CircleCI,1025 - CircleCI,C0SB5vR0gCikdKjmT8Ep,611202 Online Subscription/Tool,112.2,False
{'$oid': '68edbab943fbadbb2dda8ed7'},qbnLy47BhDVJ3439YVeH,0925 Analytics: All Access 9/8/2025 - 10/7/2025,0925 Analytics: All Access 9/8/2025 - 10/7/2025,C0SB5vR0gCikdKjmT8Ep,611202 Online Subscription/Tool,9.0,False
{'$oid': '68edc27743fbadbb2ddb2ff0'},PUFLGwAsGqXRsERkjGXm,0925 VONAGE SG,0925 Vonage SMS SG,C0SB5vR0gCikdKjmT8Ep,611202 Online Subscription/Tool,2958.4,False
{'$oid': '68edc27743fbadbb2ddb2ff0'},PUFLGwAsGqXRsERkjGXm,0925 Vonage SMS SG,0925 Vonage SMS SG,C0SB5vR0gCikdKjmT8Ep,611202 Online Subscription/Tool,273.65,False
{'$oid': '68edc27743fbadbb2ddb2ff0'},PUFLGwAsGqXRsERkjGXm,0925 VONAGE Allocation,0925 VONAGE Allocation,w5hjK0IooxdDp9Feeeuy,132098 IC Clearing account - Paid on Behalf,24568.71,False
{'$oid': '68f1eca1b9f42a3bd98c5cf0'},q0E1jVCl0c0jK050eS0q,1025 - CircleCI,1025 - CircleCI,C0SB5vR0gCikdKjmT8Ep,611202 Online Subscription/Tool,112.2,False
{'$oid': '68f1f639b9f42a3bd98ce439'},JmaXbMHiFNB0E3fxzoc6,1025 Payment for Zoom for SG Accounts,1025 Payment for Zoom for SG Accounts,C0SB5vR0gCikdKjmT8Ep,611202 Online Subscription/Tool,197.001,False
{'$oid': '68f5f152883b3b51f348cc94'},q0E1jVCl0c0jK050eS0q,1025 - CircleCI,1025 - CircleCI,C0SB5vR0gCikdKjmT8Ep,611202 Online Subscription/Tool,112.2,False
{'$oid': '68f5f233bda6e9c9b0bf4b87'},EESDmiOG6l6gn97HqYYe,1025 Plytix,1025 Plytix,C0SB5vR0gCikdKjmT8Ep,611202 Online Subscription/Tool,1190.59,False
{'$oid': '68f7258280ed4ed2e1b30d17'},wZQjeenhNILfGpxULPd6,0825 Lucky Draw Phase 2 Prizes ($2k Trip.com credits),0825 Lucky Draw Phase 2 Prizes ($2k Trip.com credits),mR2SnL6w4xpsFJl5d0A9,612005 Giveaway,2000.0,False
{'$oid': '68f72c8a80ed4ed2e1b34f35'},xYAvqF9RZ7BmZJBPntR7,0925 VCA for domain - llesuorac.co.id - domain renew 1 year(s),0925 VCA for domain - llesuorac.co.id - domain renew 1 year(s),C0SB5vR0gCikdKjmT8Ep,611202 Online Subscription/Tool,156.99,False
{'$oid': '68f72cfe80ed4ed2e1b35326'},xYAvqF9RZ7BmZJBPntR7,0925 VCA for domain - moshee.ai - domain create 2 year(s),0925 VCA for domain - moshee.ai - domain create 2 year(s),C0SB5vR0gCikdKjmT8Ep,611202 Online Subscription/Tool,279.49,False
{'$oid': '68f72d5680ed4ed2e1b35705'},xYAvqF9RZ7BmZJBPntR7,1025 VCA for domain - carousell.hk - domain renew 1 year(s),1025 VCA for domain - carousell.hk - domain renew 1 year(s),C0SB5vR0gCikdKjmT8Ep,611202 Online Subscription/Tool,123.99,False
{'$oid': '68f72da880ed4ed2e1b36a05'},xYAvqF9RZ7BmZJBPntR7,1025 VCA for domain - carousell.com.my - domain renew 1 year(s),1025 VCA for domain - carousell.com.my - domain renew 1 year(s),C0SB5vR0gCikdKjmT8Ep,611202 Online Subscription/Tool,107.99,False
{'$oid': '68f72dff80ed4ed2e1b36c86'},xYAvqF9RZ7BmZJBPntR7,1025 VCA for domain - carousell.com.hk - domain renew 1 year(s),1025 VCA for domain - carousell.com.hk - domain renew 1 year(s),C0SB5vR0gCikdKjmT8Ep,611202 Online Subscription/Tool,124.49,False
{'$oid': '68f7453680ed4ed2e1b65774'},6OFDf8AENz87zRjVudFP,1025 OpenAI,1025 OpenAI,C0SB5vR0gCikdKjmT8Ep,611202 Online Subscription/Tool,20.0004,False
{'$oid': '6900a5f4693433dbdefd045e'},3sdmfdFTZzghX2xDD6YR,0825-0726 Sustainability Workstream,0825-0726 Sustainability Workstream,vNCPOlaDL0NMQTi5ca5Q,134001 Prepaid Operating Expense,27500.0,False
{'$oid': '6902d8f6693433dbde1096cc'},goiSWc8VvzUX8XOOiAc5,09 - DigiCert,0925 - DigiCert,C0SB5vR0gCikdKjmT8Ep,611202 Online Subscription/Tool,331.85,False
{'$oid': '6902d8f6693433dbde1096cc'},goiSWc8VvzUX8XOOiAc5,0925 - DigiCert,0925 - DigiCert,C0SB5vR0gCikdKjmT8Ep,611202 Online Subscription/Tool,22.15,False
{'$oid': '6902d9bd693433dbde10a210'},6OFDf8AENz87zRjVudFP,0925 ChatGPT Pro Subscription Apr-Dec 2025,0925 ChatGPT Pro Subscription Apr-Dec 2025,C0SB5vR0gCikdKjmT8Ep,611202 Online Subscription/Tool,200.0,False
{'$oid': '6902da6c693433dbde10a8ab'},a5VieW6tKeCRDKgwRXZ6,1025 Pingdom Advanced - Monthly,1025 Pingdom Advanced - Monthly,C0SB5vR0gCikdKjmT8Ep,611202 Online Subscription/Tool,89.95,False
{'$oid': '6902deb252f12d32a3bd9e6a'},xauTo6GdhkvCSN1hRvFx,0925 Atera Monthly Charges Network-Discovery and SD-ITDStandard-M,0925 Atera Monthly Charges Network-Discovery and SD-ITDStandard-M,C0SB5vR0gCikdKjmT8Ep,611202 Online Subscription/Tool,77.99736,False
{'$oid': '6902deb4b44e1984fadbabea'},xauTo6GdhkvCSN1hRvFx,0925 Atera Monthly Charges Network-Discovery and SD-ITDStandard-M,0925 Atera Monthly Charges Network-Discovery and SD-ITDStandard-M,C0SB5vR0gCikdKjmT8Ep,611202 Online Subscription/Tool,397.99788,False
{'$oid': '6912af3a5a53f4211749119a'},hN0x4DfKdzf4DOrM5ec5,1025 Pantry Supplies,1025 Pantry Supplies,yFhZwEaA6CkzsZ7lDVC6,619203 Supplies/Expenses,624.76,False
{'$oid': '69258faea2ffff7b25a40736'},CqDd0vpiICvu7gJ8rQJa,0925 AWS Service Charges Acct no. 251540188589,0925 AWS Service Charges Acct no. 251540188589,SlqWk8FPz8e4TBG8Vjib,611101 Cloud server - AWS,35.03,False
{'$oid': '693fa1a561197231e446097f'},hN0x4DfKdzf4DOrM5ec5,0925 Pantry Supplies,0925 Pantry Supplies,yFhZwEaA6CkzsZ7lDVC6,619203 Supplies/Expenses,461.4,False
{'$oid': '693fa1a561197231e446097f'},hN0x4DfKdzf4DOrM5ec5,0925 Pantry Supplies,0925 Pantry Supplies,yFhZwEaA6CkzsZ7lDVC6,619203 Supplies/Expenses,34.58,False
{'$oid': '693fa1a561197231e446097f'},hN0x4DfKdzf4DOrM5ec5,0925 Pantry Supplies,0925 Pantry Supplies,GlTZOaNtvdI0yLMc4Nwz,619502 Bank Charges,42.17,False
{'$oid': '693fa9f061197231e44648de'},hN0x4DfKdzf4DOrM5ec5,1025 Pantry Supplies,1025 Pantry Supplies,yFhZwEaA6CkzsZ7lDVC6,619203 Supplies/Expenses,434.6,False
{'$oid': '693faaf261197231e4464d4b'},hN0x4DfKdzf4DOrM5ec5,1025 Pantry Supplies,1025 Pantry Supplies,yFhZwEaA6CkzsZ7lDVC6,619203 Supplies/Expenses,12.45,False
{'$oid': '693fabb62f8c14fc49b068f7'},hN0x4DfKdzf4DOrM5ec5,1025 Pantry Supplies,1025 Pantry Supplies,yFhZwEaA6CkzsZ7lDVC6,619203 Supplies/Expenses,73.49,False
{'$oid': '693fac722f8c14fc49b0c71c'},hN0x4DfKdzf4DOrM5ec5,1025 Pantry Supplies,1025 Pantry Supplies,yFhZwEaA6CkzsZ7lDVC6,619203 Supplies/Expenses,14.36,False
{'$oid': '69706cf3c1e9794ae68fda38'},hN0x4DfKdzf4DOrM5ec5,1025 PX VCA - F&B purchase for office pantry (weekly basis),1025 PX VCA - F&B purchase for office pantry (weekly basis),yFhZwEaA6CkzsZ7lDVC6,619203 Supplies/Expenses,523.26,False
{'$oid': '69706cf3c1e9794ae68fda38'},hN0x4DfKdzf4DOrM5ec5,1025 PX VCA - F&B purchase for office pantry (weekly basis),1025 PX VCA - F&B purchase for office pantry (weekly basis),yFhZwEaA6CkzsZ7lDVC6,619203 Supplies/Expenses,61.27,False
{'$oid': '69783898cb1251d8878e8636'},hN0x4DfKdzf4DOrM5ec5,1025 F&B purchase for office pantry (weekly basis) - VCA,1025 F&B purchase for office pantry (weekly basis) - VCA,yFhZwEaA6CkzsZ7lDVC6,619203 Supplies/Expenses,517.1,False
{'$oid': '69783969cb1251d8878e9d37'},j2Q4TnAtTF4Zrto1IMYx,1025 F&B purchase for office pantry (weekly basis) - VCA,1025 F&B purchase for office pantry (weekly basis) - VCA,yFhZwEaA6CkzsZ7lDVC6,619203 Supplies/Expenses,16.03,False
{'$oid': '69783a2ccb1251d8878ea8bd'},j2Q4TnAtTF4Zrto1IMYx,1025 F&B purchase for office pantry (weekly basis) - VCA,1025 F&B purchase for office pantry (weekly basis) - VCA,yFhZwEaA6CkzsZ7lDVC6,619203 Supplies/Expenses,7.16,False
{'$oid': '69783b20cb1251d8878eaee1'},j2Q4TnAtTF4Zrto1IMYx,1025 F&B purchase for office pantry (weekly basis) - VCA,1025 F&B purchase for office pantry (weekly basis) - VCA,yFhZwEaA6CkzsZ7lDVC6,619203 Supplies/Expenses,36.77,False
{'$oid': '697c7ad67ebcd2eaeff7306d'},hN0x4DfKdzf4DOrM5ec5,1025 F&B purchase for office pantry (weekly basis) - VCA,1025 F&B purchase for office pantry (weekly basis) - VCA,yFhZwEaA6CkzsZ7lDVC6,619203 Supplies/Expenses,448.58,False
{'$oid': '697c7ad67ebcd2eaeff7306d'},hN0x4DfKdzf4DOrM5ec5,1025 F&B purchase for office pantry (weekly basis) - VCA,1025 F&B purchase for office pantry (weekly basis) - VCA,yFhZwEaA6CkzsZ7lDVC6,619203 Supplies/Expenses,73.41,False
{'$oid': '68db87c3dd00a6b7ed5568af'},oU9KTCs4AvUgo60zr5kO,0825 Extension hours fee,0825 Extension hours fee,fXGi8OPFA10eXc1HxPze,617104 Temporary Staff,1000.0,False
{'$oid': '68db9e070a43d06f30acc88f'},oU9KTCs4AvUgo60zr5kO,0925 Extension hours fee,0925 Extension hours fee,fXGi8OPFA10eXc1HxPze,617104 Temporary Staff,2650.0,False
{'$oid': '68e38132956b8eb3a616c03a'},2q0RjG0eGcUZgE2Lz3V0,0925 Pantry Supplies,0925 Pantry Supplies,yFhZwEaA6CkzsZ7lDVC6,619203 Supplies/Expenses,257.5,False
{'$oid': '68e49005956b8eb3a61c6a92'},x1MnMwHDB9ddbZNevd1a,0925 Closing tool - Darren Alphard,0925 Closing tool - Darren Alphard,mR2SnL6w4xpsFJl5d0A9,612005 Giveaway,500.0,False
{'$oid': '68e4fab7956b8eb3a62312f5'},xugD0K66WLHMQHAVzDSR,0925 Background Screening Services,0925 Background Screening Services,qJXD5wGHRuJz8RD4XpK7,617303 Recruiter Fees,110.0,False
{'$oid': '68e52f02c636ea732facf399'},CIR35oQFG6m4RA3c0yI7,0925 SIFT Science SG,0925 Sift SG,C0SB5vR0gCikdKjmT8Ep,611202 Online Subscription/Tool,4620.0,False
{'$oid': '68e52f02c636ea732facf399'},CIR35oQFG6m4RA3c0yI7,0925 Sift SG,0925 Sift SG,C0SB5vR0gCikdKjmT8Ep,611202 Online Subscription/Tool,619.05,False
{'$oid': '68e52f02c636ea732facf399'},CIR35oQFG6m4RA3c0yI7,0925 SIFT Science Allocation, 0925 Sift Allocation,w5hjK0IooxdDp9Feeeuy,132098 IC Clearing account - Paid on Behalf,7114.2948,False
{'$oid': '68f1f109b9f42a3bd98c93b9'},cnUiyTOXxrR5mJqxcSsZ,0925 Criteo Retargeting Display ads,0925 Criteo Retargeting Display ads,S9m2URElaopWbPyPjtiB,612033 Display Ads,1250.0,False
{'$oid': '68f1f109b9f42a3bd98c93b9'},cnUiyTOXxrR5mJqxcSsZ,0925 Criteo Retargeting Display ads,0925 Criteo Retargeting Display ads,S9m2URElaopWbPyPjtiB,612033 Display Ads,171.16,False
{'$oid': '6902e90c693433dbde11d852'},xUKlwkMOsbfP3e4X8JDc,1025 VCA for domain - Premium DNS Renewal,1025 VCA for domain - Premium DNS Renewal,C0SB5vR0gCikdKjmT8Ep,611202 Online Subscription/Tool,77.88,False
{'$oid': '6902e971693433dbde11dba7'},xUKlwkMOsbfP3e4X8JDc,1025 VCA for domain - SG Domain Renewal LESSGO.SG,1025 VCA for domain - SG Domain Renewal LESSGO.SG,C0SB5vR0gCikdKjmT8Ep,611202 Online Subscription/Tool,79.99,False
{'$oid': '6902eabd693433dbde127cd7'},f3GWuSdHZz1JCDFgYq7y,"0925 Domain Renewal - oneshift.com,  carousell.sg","0925 Domain Renewal - oneshift.com,  carousell.sg",C0SB5vR0gCikdKjmT8Ep,611202 Online Subscription/Tool,85.9,False
{'$oid': '6902ee177e9b319737c0f783'},6m656Er7lbi8RYz2ny1J,1025 Business 2Gbps - monthly subscription fee,1025 Business 2Gbps - monthly subscription fee,88AW5nmkLvMe1GthZ6FL,619206 Telephone & Internet,888.0,False
{'$oid': '6902f37c7e9b319737c0f80a'},N7Jq83Gfb8LTiJM95LDs,1025 Foreplay Subscription for 2025,1025 Foreplay Subscription for 2025,C0SB5vR0gCikdKjmT8Ep,611202 Online Subscription/Tool,49.0,False
{'$oid': '6902f3827e9b319737c0f819'},HWFMgCWQD72K1rvM2Wlc,1025 Jotform Subscription for 2025,1025 Jotform Subscription for 2025,C0SB5vR0gCikdKjmT8Ep,611202 Online Subscription/Tool,99.0,False
{'$oid': '6902fd787e9aea15b3c422bc'},VGpMltxLedu3HLJ4VwZ9,0925 Work Permit for Libatique Bernadatte Dichoso,0925 Work Permit for Libatique Bernadatte Dichoso,qJXD5wGHRuJz8RD4XpK7,617303 Recruiter Fees,35.0,False
{'$oid': '69030ae47e9aea15b3c4a197'},IxrEBzzoMn7WbJqchcHd,0925 Travel Insurance - MY,0925 Travel Insurance - MY,7EdnwHEMCheRoswZCtNj,619101 Travelling,42.8,False
{'$oid': '690316867e9aea15b3c5755f'},Ok6jFW9STKLk7kvKm7dE,0925 Hotel Accomodation - MY,0925 Hotel Accomodation - MY,lMbcEFPDptYo0kwdndYK,619102 Accommodation,266.51,False
{'$oid': '690317477e9aea15b3c58638'},SkyqvtcDTDeMXIqHRZdO,0925 Malaysia Airlines - SR,0925 Malaysia Airlines - SR,7EdnwHEMCheRoswZCtNj,619101 Travelling,311.31,False
{'$oid': '690318417e9aea15b3c593c2'},cuCOP0hZdTdUxr3OPPWn,"0925 Event Props & Collaterals - Trophy, Plushie etc (with buffer)","0925 Event Props & Collaterals - Trophy, Plushie etc (with buffer)",y1ZmG23F66ja8MSSJUSw,612007 Events/Community meetup,68.04,False
{'$oid': '690319157e9aea15b3c59d6f'},64VU1OPE34jY6fuQCxjm,0925 Little Caroupreneur 2025 - Event Props & Collaterals (with buffer),0925 Little Caroupreneur 2025 - Event Props & Collaterals (with buffer),y1ZmG23F66ja8MSSJUSw,612007 Events/Community meetup,70.49,False
{'$oid': '690319c57e9aea15b3c5a62a'},VGpMltxLedu3HLJ4VwZ9,0925 Work Permit for JAGATHIS MURUGAN,0925 Work Permit for JAGATHIS MURUGAN,qJXD5wGHRuJz8RD4XpK7,617303 Recruiter Fees,35.0,False
{'$oid': '690da4bd5a53f4211722d27e'},mvNPOZYCF0FtvAh0Q4iO,1125-0126 Miros Service License Quarter of 1Nov 2025 - 31Jan 2026,1125-0126 Miros Service License Quarter of 1Nov 2025 - 31Jan 2026,vNCPOlaDL0NMQTi5ca5Q,134001 Prepaid Operating Expense,4500.0,False
{'$oid': '68b6c6aa3638c70251e69840'},jdmr9pJ0WHqso4Wh3hCa,0925 Branch,0925 Branch,C0SB5vR0gCikdKjmT8Ep,611202 Online Subscription/Tool,7083.33,False
{'$oid': '68e392f62b85c8ede5c770f2'},g8FB4j8hTgAV5LPV82YF,0825 chilled water charges for aircon,0825 chilled water charges for aircon,df2wtzj2EwqsYPMlDsj6,619207 Utilities,2120.7885792,False
{'$oid': '68e48607d6552f5bfbdf98d5'},g8FB4j8hTgAV5LPV82YF,1025 JTC Office Rental,1025 JTC Office Rental,6yL6YRA4Rkj2gUD4RAO0,232101 Lease payable,73505.45,False
{'$oid': '68e48607d6552f5bfbdf98d5'},g8FB4j8hTgAV5LPV82YF,1025 JTC Service Charge 2025,1025 JTC Service Charge 2025,df2wtzj2EwqsYPMlDsj6,619207 Utilities,11118.67,False
{'$oid': '68ef572b0cb544ef3ad47aa7'},eMyEel2T1nxrCHrPpQbz,1025 GigE Fibre 2Gbps Static Internet,1025 GigE Fibre 2Gbps Static Internet,88AW5nmkLvMe1GthZ6FL,619206 Telephone & Internet,829.9,False
{'$oid': '68fb3625789a43b81b0f1a76'},x9rLs4LGiQIxpK5SvdBW,1025 SG Services Merchant promo reimbursment for gjourney,1025 SG Services Merchant promo reimbursment for gjourney,7gDI5wFvr2xzgylk2kf4,612014 Marketing Promo Costs,283.0,False
{'$oid': '68fb3845541842cf8a6c972b'},NyQYc9152StKSzcefHnm,1025 SG Services Aug + Sep promo reimbursement to movemovemover,1025 SG Services Aug + Sep promo reimbursement to movemovemover,7gDI5wFvr2xzgylk2kf4,612014 Marketing Promo Costs,144.5,False
{'$oid': '68fb46fc8e3aa7709c535ea0'},NyQYc9152StKSzcefHnm,1025 SG Services Aug + Sep promo reimbursement for lyaircon,1025 SG Services Aug + Sep promo reimbursement for lyaircon,7gDI5wFvr2xzgylk2kf4,612014 Marketing Promo Costs,222.6,False
{'$oid': '69003f9a693433dbdef408c8'},x9rLs4LGiQIxpK5SvdBW,1025 SG Services Influencer Sponsorship (gjourney),1025 SG Services Influencer Sponsorship (gjourney),7gDI5wFvr2xzgylk2kf4,612014 Marketing Promo Costs,120.0,False
{'$oid': '6901ee4c693433dbde09f3b0'},pIhNHXXmhSUQOgDoaOnU,1025 SG Office Cleaning,1025 SG Office Cleaning,XejSTowI1LSauh6fDIXP,619202 Cleaning,3800.0,False
{'$oid': '68d80206219998d50272d073'},n5hUOft3OT0E6sv3oXxj,0925 - SEO Optimization Implementation,0925 - SEO Optimization Implementation,p31NkJzH4JdkacApRr01,617205 Consultancy Expense,5000.0,False
{'$oid': '68ff34c7e3bfde43cfe91df0'},UJN4r2OnDMJ7jcICGmMC,0125 Carousell ESOP Valuation,0125 Carousell ESOP Valuation,p31NkJzH4JdkacApRr01,617205 Consultancy Expense,2916.67,False
{'$oid': '68ff34c7e3bfde43cfe91df0'},UJN4r2OnDMJ7jcICGmMC,0225 Carousell ESOP Valuation,0225 Carousell ESOP Valuation,p31NkJzH4JdkacApRr01,617205 Consultancy Expense,2916.67,False
{'$oid': '68ff34c7e3bfde43cfe91df0'},UJN4r2OnDMJ7jcICGmMC,0325 Carousell ESOP Valuation,0325 Carousell ESOP Valuation,p31NkJzH4JdkacApRr01,617205 Consultancy Expense,2916.67,False
{'$oid': '68ff34c7e3bfde43cfe91df0'},UJN4r2OnDMJ7jcICGmMC,0425 Carousell ESOP Valuation,0425 Carousell ESOP Valuation,p31NkJzH4JdkacApRr01,617205 Consultancy Expense,2916.67,False
{'$oid': '68ff34c7e3bfde43cfe91df0'},UJN4r2OnDMJ7jcICGmMC,0525 Carousell ESOP Valuation,0525 Carousell ESOP Valuation,p31NkJzH4JdkacApRr01,617205 Consultancy Expense,2916.67,False
{'$oid': '68ff34c7e3bfde43cfe91df0'},UJN4r2OnDMJ7jcICGmMC,0625 Carousell ESOP Valuation,0625 Carousell ESOP Valuation,p31NkJzH4JdkacApRr01,617205 Consultancy Expense,2916.65,False
{'$oid': '68ff34c7e3bfde43cfe91df0'},UJN4r2OnDMJ7jcICGmMC,0125 Carousell Goodwill Impairement Assessment,0125 Carousell Goodwill Impairement Assessment,p31NkJzH4JdkacApRr01,617205 Consultancy Expense,5000.0,False
{'$oid': '68ff34c7e3bfde43cfe91df0'},UJN4r2OnDMJ7jcICGmMC,0225 Carousell Goodwill Impairement Assessment,0225 Carousell Goodwill Impairement Assessment,p31NkJzH4JdkacApRr01,617205 Consultancy Expense,5000.0,False
{'$oid': '68ff34c7e3bfde43cfe91df0'},UJN4r2OnDMJ7jcICGmMC,0325 Carousell Goodwill Impairement Assessment,0325 Carousell Goodwill Impairement Assessment,p31NkJzH4JdkacApRr01,617205 Consultancy Expense,5000.0,False
{'$oid': '68ff34c7e3bfde43cfe91df0'},UJN4r2OnDMJ7jcICGmMC,0425 Carousell Goodwill Impairement Assessment,0425 Carousell Goodwill Impairement Assessment,p31NkJzH4JdkacApRr01,617205 Consultancy Expense,5000.0,False
{'$oid': '68ff34c7e3bfde43cfe91df0'},UJN4r2OnDMJ7jcICGmMC,0525 Carousell Goodwill Impairement Assessment,0525 Carousell Goodwill Impairement Assessment,p31NkJzH4JdkacApRr01,617205 Consultancy Expense,5000.0,False
{'$oid': '68ff34c7e3bfde43cfe91df0'},UJN4r2OnDMJ7jcICGmMC,0625 Carousell Goodwill Impairement Assessment,0625 Carousell Goodwill Impairement Assessment,p31NkJzH4JdkacApRr01,617205 Consultancy Expense,5000.0,False
{'$oid': '68ff34c7e3bfde43cfe91df0'},UJN4r2OnDMJ7jcICGmMC,0125 Carousell Derivative Valuations,0125 Carousell Derivative Valuations,p31NkJzH4JdkacApRr01,617205 Consultancy Expense,1000.0,False
{'$oid': '68ff34c7e3bfde43cfe91df0'},UJN4r2OnDMJ7jcICGmMC,0225 Carousell Derivative Valuations,0225 Carousell Derivative Valuations,p31NkJzH4JdkacApRr01,617205 Consultancy Expense,1000.0,False
{'$oid': '68ff34c7e3bfde43cfe91df0'},UJN4r2OnDMJ7jcICGmMC,0325 Carousell Derivative Valuations,0325 Carousell Derivative Valuations,p31NkJzH4JdkacApRr01,617205 Consultancy Expense,1000.0,False
{'$oid': '68ff34c7e3bfde43cfe91df0'},UJN4r2OnDMJ7jcICGmMC,0425 Carousell Derivative Valuations,0425 Carousell Derivative Valuations,p31NkJzH4JdkacApRr01,617205 Consultancy Expense,1000.0,False
{'$oid': '68ff34c7e3bfde43cfe91df0'},UJN4r2OnDMJ7jcICGmMC,0525 Carousell Derivative Valuations,0525 Carousell Derivative Valuations,p31NkJzH4JdkacApRr01,617205 Consultancy Expense,1000.0,False
{'$oid': '68ff34c7e3bfde43cfe91df0'},UJN4r2OnDMJ7jcICGmMC,0625 Carousell Derivative Valuations,0625 Carousell Derivative Valuations,p31NkJzH4JdkacApRr01,617205 Consultancy Expense,1000.0,False
{'$oid': '690309137e9aea15b3c48301'},xBtTdG7TDPtwoZCi9zxw,1025 Electricity Services for SG Office,1025 Electricity Services for SG Office,df2wtzj2EwqsYPMlDsj6,619207 Utilities,962.39,False
{'$oid': '6903099f7e9aea15b3c48a52'},xBtTdG7TDPtwoZCi9zxw,1025 Electricity Services for SG Office,1025 Electricity Services for SG Office,df2wtzj2EwqsYPMlDsj6,619207 Utilities,1107.61,False
{'$oid': '6903099f7e9aea15b3c48a52'},xBtTdG7TDPtwoZCi9zxw,1025 Electricity Services for SG Office,1025 Electricity Services for SG Office,df2wtzj2EwqsYPMlDsj6,619207 Utilities,83.83,False
{'$oid': '6940ca59aaf395001aca36ab'},Q4OUDdkX4NCsWYkvYq4Z,1225 SG Services KOL - reimbursement for thecurtainhouse,1225 SG Services KOL - reimbursement for thecurtainhouse,7gDI5wFvr2xzgylk2kf4,612014 Marketing Promo Costs,300.0,False
{'$oid': '68da3d02bd82e5d219da21c5'},CZU8x9iibW6yfBz8IAh3,0925 Rental Charges,0925 Rental Charges,yVYh9rM5LJ2hMTCoWso8,619209 Others,135.12,False
{'$oid': '68e5cfb5956b8eb3a625247a'},TJhyM9fAecaK11P2XfDf,0925 DHL Deliveries,0925 DHL Deliveries,MwsYHZPSrW5P9M2YdGS2,619518 Courier and postage,25.3,False
{'$oid': '68f0e2e8c1bde192c707b0d4'},mPL2AaRMpMwx0DildEHU,1025 Monthly cost for Oct 2025,1025 Monthly cost for Oct 2025,QZtPyRpjxDCoGnkHo9Wc,614123 Employee On Record,22261.0,False
{'$oid': '68f0e2e8c1bde192c707b0d4'},mPL2AaRMpMwx0DildEHU,1025 Monthly cost for Oct 2025,1025 Monthly cost for Oct 2025,QZtPyRpjxDCoGnkHo9Wc,614123 Employee On Record,22261.0,False
{'$oid': '68f0e2e8c1bde192c707b0d4'},mPL2AaRMpMwx0DildEHU,1025 Monthly cost for Oct 2025,1025 Monthly cost for Oct 2025,QZtPyRpjxDCoGnkHo9Wc,614123 Employee On Record,22261.0,False
{'$oid': '68f0e2e8c1bde192c707b0d4'},mPL2AaRMpMwx0DildEHU,1025 Monthly cost for Oct 2025,1025 Monthly cost for Oct 2025,QZtPyRpjxDCoGnkHo9Wc,614123 Employee On Record,15280.0,False
{'$oid': '68f0e2e8c1bde192c707b0d4'},mPL2AaRMpMwx0DildEHU,1025 Monthly cost for Oct 2025,1025 Monthly cost for Oct 2025,QZtPyRpjxDCoGnkHo9Wc,614123 Employee On Record,3689.0,False
{'$oid': '68f0e2e8c1bde192c707b0d4'},mPL2AaRMpMwx0DildEHU,1025 Monthly cost for Oct 2025,1025 Monthly cost for Oct 2025,QZtPyRpjxDCoGnkHo9Wc,614123 Employee On Record,-15195.0,False
{'$oid': '68f1edf3b9f42a3bd98c71f7'},h90eE0dPP0Wj6da6sSwt,1225 Phase 2: Bank feed and bill pay (1 Dec 2025),1225 Phase 2: Bank feed and bill pay (1 Dec 2025),vNCPOlaDL0NMQTi5ca5Q,134001 Prepaid Operating Expense,3000.0,False
{'$oid': '68f5f038883b3b51f348c3b7'},h90eE0dPP0Wj6da6sSwt,1025 Phase 1: Bank feed and bill pay (1 Oct 2025) ,1025 Phase 1: Bank feed and bill pay (1 Oct 2025) ,C0SB5vR0gCikdKjmT8Ep,611202 Online Subscription/Tool,3000.0,False
{'$oid': '6925228d07a9e7847730d946'},eS2SwDqn8goQVq0UkuLW,"1025 - Tax Protection Calculation - GB, KV - 2024, 2025","1025 - Tax Protection Calculation - GB, KV - 2024, 2025",p31NkJzH4JdkacApRr01,617205 Consultancy Expense,2600.0,False
{'$oid': '68fae7126c7c81113b9aba4f'},m7upxByWqXMchPiLgpt6,1025 Q3 2025_VAT on Digital Service	,1025 Q3 2025_VAT on Digital Service	,qQvxd49DStvgpum3U93h,213005 AP clearing,10849.45,False
{'$oid': '693a592a885cfce1d4e8e6bd'},YVaqSN1ObTn5vjTzELIp,0925 Disposal   of   E - waste  Apple  Monitor Laptop Mini PC  Monitor  TV ,0925 Disposal   of   E - waste  Apple  Monitor Laptop Mini PC  Monitor  TV ,q8CaAguB0QmU7F2VMwva,620107 Gain/loss on disposal of Fixed Assets,348.6196,False
{'$oid': '68d2784110818c5c951d0e1e'},83VznVpU6nyp0edI0fiE,0825 Digitexx BPO Budget,0825 Digitexx BPO Budget,KFoiJpwWCXBhah6T44dH,617103 Subcontractors/Outsource,72274.4368,False
{'$oid': '68f84461d54602ea18cc1ed9'},WXZlEoBG3zt47aMxxYg6,1025 VWG 1 reel x October 2025,1025 VWG 1 reel x October 2025,AdTlnz2egC6xX7zliII3,612031 Paid Content,600.0,False
{'$oid': '68f84480d54602ea18cc1f20'},WXZlEoBG3zt47aMxxYg6,0925 VWG 3 reels x September 2025,0925 VWG 3 reels x September 2025,AdTlnz2egC6xX7zliII3,612031 Paid Content,1800.0,False
